Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Lng,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Chargers,,,,,,17.0,,,,,42.0,5.0,52,,,,,,,,324.0,3368.0,10.4,166.0,51.2,6.0,,,,,,,,
Eagles,,,,,,27.0,,,,,49.0,7.0,59,,,,,,,,318.0,3606.0,11.3,164.0,51.6,7.0,,,,,,,,
Bears,,,,,,22.0,,,,,48.0,7.0,76,,,,,,,,310.0,3316.0,10.7,156.0,50.3,2.0,,,,,,,,
Titans,,,,,,22.0,,,,,35.0,6.0,55,,,,,,,,306.0,3441.0,11.2,182.0,59.5,5.0,,,,,,,,
Redskins,,,,,,24.0,,,,,36.0,7.0,62,,,,,,,,300.0,3523.0,11.7,165.0,55.0,7.0,,,,,,,,
Chiefs,,,,,,27.0,,,,,47.0,13.0,99,,,,,,,,292.0,3763.0,12.9,179.0,61.3,0.0,,,,,,,,
Saints,,,,,,27.0,,,,,48.0,13.0,64,,,,,,,,291.0,3685.0,12.7,169.0,58.1,5.0,,,,,,,,
Cardinals,,,,,,18.0,,,,,30.0,3.0,80,,,,,,,,291.0,3038.0,10.4,148.0,50.9,1.0,,,,,,,,
Lions,,,,,,19.0,,,,,40.0,10.0,64,,,,,,,,277.0,3168.0,11.4,150.0,54.2,1.0,,,,,,,,
Dolphins,,,,,,18.0,,,,,38.0,5.0,77T,,,,,,,,271.0,3069.0,11.3,155.0,57.2,6.0,,,,,,,,
Falcons,,,,,,18.0,,,,,48.0,9.0,74,,,,,,,,268.0,3384.0,12.6,163.0,60.8,5.0,,,,,,,,
Jaguars,,,,,,18.0,,,,,30.0,6.0,79,,,,,,,,268.0,3019.0,11.3,156.0,58.2,1.0,,,,,,,,
Ravens,,,,,,20.0,,,,,40.0,5.0,77,,,,,,,,262.0,3118.0,11.9,145.0,55.3,2.0,,,,,,,,
Panthers,,,,,,15.0,,,,,51.0,6.0,69T,,,,,,,,255.0,2981.0,11.7,133.0,52.2,3.0,,,,,,,,
Cowboys,,,,,,14.0,,,,,34.0,10.0,80,,,,,,,,252.0,3020.0,12.0,129.0,51.2,5.0,,,,,,,,
Texans,,,,,,11.0,,,,,32.0,5.0,81T,,,,,,,,235.0,2636.0,11.2,119.0,50.6,1.0,,,,,,,,
Chiefs,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,26.0,56.0,1.0,,,,,
Vikings,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,26.0,46.0,1.0,,,,,
Dolphins,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,24.0,43.0,0.0,,,,,
Falcons,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,23.0,43.0,0.0,,,,,
Broncos,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,21.0,44.0,0.0,,,,,
Raiders,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,21.0,53.0,0.0,,,,,
Jaguars,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,19.0,38.0,1.0,,,,,
Chargers,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,19.0,37.0,0.0,,,,,
Bills,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,17.0,43.0,0.0,,,,,
Seahawks,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,17.0,40.0,1.0,,,,,
Titans,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,16.0,41.0,2.0,,,,,
Saints,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,16.0,47.0,2.0,,,,,
49ers,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,16.0,41.0,1.0,,,,,
Eagles,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,15.0,45.0,1.0,,,,,
Steelers,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,15.0,43.0,0.0,,,,,
Giants,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,14.0,34.0,0.0,,,,,
Bengals,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,13.0,33.0,0.0,,,,,
Packers,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,12.0,45.0,0.0,,,,,
Colts,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,12.0,40.0,1.0,,,,,
Jets,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,12.0,41.0,1.0,,,,,
Panthers,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,11.0,29.0,1.0,,,,,
Rams,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,11.0,36.0,0.0,,,,,
Browns,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,10.0,40.0,1.0,,,,,
Cardinals,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,10.0,31.0,0.0,,,,,
Redskins,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,10.0,36.0,0.0,,,,,
Ravens,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,9.0,36.0,1.0,,,,,
Lions,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,9.0,32.0,0.0,,,,,
Patriots,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,9.0,42.0,1.0,,,,,
Bears,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,8.0,30.0,0.0,,,,,
Cowboys,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,7.0,26.0,0.0,,,,,
Texans,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,6.0,21.0,0.0,,,,,
Buccaneers,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,6.0,34.0,0.0,,,,,
49ers,,,,,,,,,,,,,,,,141.0,,28.8,,,182.0,,,51.4,,,,,,243.0,127.0,13.0,8.0,1082.0
Eagles,,,,,,,,,,,,,,,,124.0,,25.4,,,164.0,,,51.6,,,,,,231.0,90.0,16.0,8.0,1073.0
Cardinals,,,,,,,,,,,,,,,,94.0,,22.7,,,148.0,,,50.9,,,,,,230.0,99.0,13.0,4.0,1003.0
Texans,,,,,,,,,,,,,,,,59.0,,13.9,,,119.0,,,50.6,,,,,,229.0,59.0,14.0,5.0,947.0
Colts,,,,,,,,,,,,,,,,93.0,,21.4,,,213.0,,,54.3,,,,,,227.0,102.0,17.0,13.0,1048.0
Packers,,,,,,,,,,,,,,,,94.0,,20.8,,,197.0,,,54.6,,,,,,225.0,87.0,13.0,7.0,1058.0
Panthers,,,,,,,,,,,,,,,,82.0,,18.1,,,133.0,,,52.2,,,,,,224.0,64.0,12.0,4.0,960.0
Saints,,,,,,,,,,,,,,,,91.0,,21.4,,,169.0,,,58.1,,,,,,224.0,92.0,13.0,8.0,1001.0
Bengals,,,,,,,,,,,,,,,,105.0,,24.6,,,186.0,,,53.1,,,,,,223.0,87.0,30.0,11.0,1054.0
Steelers,,,,,,,,,,,,,,,,119.0,,23.2,,,199.0,,,56.9,,,,,,223.0,94.0,23.0,14.0,1097.0
Browns,,,,,,,,,,,,,,,,77.0,,19.0,,,171.0,,,50.6,,,,,,222.0,90.0,10.0,8.0,993.0
Buccaneers,,,,,,,,,,,,,,,,90.0,,21.7,,,172.0,,,49.4,,,,,,222.0,79.0,9.0,6.0,1022.0
Redskins,,,,,,,,,,,,,,,,107.0,,24.2,,,165.0,,,55.0,,,,,,221.0,88.0,25.0,13.0,1039.0
Patriots,,,,,,,,,,,,,,,,99.0,,25.1,,,184.0,,,49.2,,,,,,220.0,94.0,20.0,9.0,1031.0
Lions,,,,,,,,,,,,,,,,69.0,,19.3,,,150.0,,,54.2,,,,,,216.0,64.0,20.0,8.0,955.0
Titans,,,,,,,,,,,,,,,,112.0,,21.9,,,182.0,,,59.5,,,,,,216.0,94.0,16.0,9.0,1032.0
Seahawks,,,,,,,,,,,,,,,,104.0,,24.2,,,208.0,,,57.6,,,,,,216.0,93.0,21.0,6.0,1050.0
Falcons,,,,,,,,,,,,,,,,123.0,,23.5,,,163.0,,,60.8,,,,,,215.0,90.0,10.0,6.0,1038.0
Ravens,,,,,,,,,,,,,,,,89.0,,20.8,,,145.0,,,55.3,,,,,,215.0,81.0,13.0,7.0,947.0
Giants,,,,,,,,,,,,,,,,95.0,,19.6,,,195.0,,,57.7,,,,,,213.0,84.0,14.0,5.0,1059.0
Bills,,,,,,,,,,,,,,,,90.0,,23.2,,,218.0,,,57.8,,,,,,212.0,90.0,12.0,7.0,1054.0
Bears,,,,,,,,,,,,,,,,79.0,,20.7,,,156.0,,,50.3,,,,,,210.0,71.0,21.0,10.0,969.0
Chargers,,,,,,,,,,,,,,,,117.0,,25.1,,,166.0,,,51.2,,,,,,210.0,78.0,12.0,4.0,1028.0
Vikings,,,,,,,,,,,,,,,,139.0,,29.4,,,191.0,,,56.7,,,,,,209.0,92.0,17.0,8.0,1080.0
Cowboys,,,,,,,,,,,,,,,,87.0,,20.6,,,129.0,,,51.2,,,,,,208.0,50.0,12.0,4.0,948.0
Jaguars,,,,,,,,,,,,,,,,105.0,,23.1,,,156.0,,,58.2,,,,,,207.0,71.0,26.0,18.0,959.0
Rams,,,,,,,,,,,,,,,,76.0,,22.2,,,219.0,,,53.7,,,,,,206.0,81.0,10.0,6.0,1024.0
Raiders,,,,,,,,,,,,,,,,113.0,,27.3,,,226.0,,,54.1,,,,,,203.0,92.0,10.0,7.0,1069.0
Broncos,,,,,,,,,,,,,,,,125.0,,27.4,,,199.0,,,55.4,,,,,,202.0,77.0,23.0,16.0,1057.0
Dolphins,,,,,,,,,,,,,,,,139.0,,26.2,,,155.0,,,57.2,,,,,,199.0,76.0,10.0,3.0,1010.0
Jets,,,,,,,,,,,,,,,,86.0,,21.5,,,190.0,,,57.8,,,,,,188.0,76.0,12.0,4.0,917.0
Chiefs,,,,,,,,,,,,,,,,140.0,,30.3,,,179.0,,,61.3,,,,,,185.0,77.0,10.0,6.0,965.0
Giants,616.0,344.0,55.8,5.9,3642.0,16.0,20.0,68.4,184.0,29.9,35.0,8.0,77T,44.0,259.0,,,,,,,,,,,,,,,,,,,
Rams,600.0,377.0,62.8,7.2,4287.0,23.0,23.0,81.0,211.0,35.2,64.0,6.0,48T,43.0,326.0,,,,,,,,,,,,,,,,,,,
Buccaneers,592.0,369.0,62.3,6.7,3941.0,27.0,22.0,81.5,190.0,32.1,38.0,9.0,76T,23.0,136.0,,,,,,,,,,,,,,,,,,,
Lions,588.0,319.0,54.2,5.1,2988.0,17.0,24.0,61.1,152.0,25.8,26.0,3.0,72,11.0,64.0,,,,,,,,,,,,,,,,,,,
Colts,569.0,381.0,67.0,7.5,4289.0,29.0,10.0,99.0,212.0,37.3,45.0,9.0,79T,19.0,110.0,,,,,,,,,,,,,,,,,,,
Patriots,537.0,320.0,59.6,6.8,3651.0,23.0,13.0,84.3,177.0,33.0,44.0,8.0,82T,32.0,219.0,,,,,,,,,,,,,,,,,,,
Chiefs,536.0,339.0,63.2,7.7,4113.0,24.0,12.0,92.4,201.0,37.5,55.0,8.0,67,21.0,132.0,,,,,,,,,,,,,,,,,,,
Saints,535.0,314.0,58.7,6.8,3641.0,25.0,8.0,88.7,177.0,33.1,36.0,7.0,76,36.0,203.0,,,,,,,,,,,,,,,,,,,
Cardinals,534.0,303.0,56.7,6.1,3265.0,18.0,22.0,68.9,147.0,27.5,38.0,8.0,71,44.0,306.0,,,,,,,,,,,,,,,,,,,
Steelers,532.0,306.0,57.5,6.7,3548.0,19.0,17.0,76.4,174.0,32.7,46.0,5.0,81T,42.0,244.0,,,,,,,,,,,,,,,,,,,
Redskins,527.0,283.0,53.7,6.2,3273.0,21.0,16.0,73.3,156.0,29.6,45.0,4.0,64T,43.0,267.0,,,,,,,,,,,,,,,,,,,
Chargers,525.0,297.0,56.6,6.1,3226.0,21.0,19.0,73.1,146.0,27.8,45.0,6.0,73,29.0,205.0,,,,,,,,,,,,,,,,,,,
Raiders,521.0,278.0,53.4,5.7,2988.0,9.0,14.0,65.0,140.0,26.9,38.0,2.0,47,43.0,237.0,,,,,,,,,,,,,,,,,,,
Seahawks,521.0,317.0,60.8,7.4,3872.0,27.0,16.0,88.2,190.0,36.5,54.0,5.0,80T,43.0,254.0,,,,,,,,,,,,,,,,,,,
Bengals,520.0,324.0,62.3,6.9,3591.0,26.0,15.0,87.4,181.0,34.8,37.0,11.0,82T,37.0,249.0,,,,,,,,,,,,,,,,,,,
Vikings,520.0,333.0,64.0,8.0,4169.0,32.0,13.0,99.0,194.0,37.3,52.0,15.0,72,42.0,218.0,,,,,,,,,,,,,,,,,,,
Bears,515.0,271.0,52.6,5.6,2905.0,12.0,20.0,61.0,143.0,27.8,37.0,5.0,61,43.0,288.0,,,,,,,,,,,,,,,,,,,
Jaguars,515.0,303.0,58.8,6.6,3421.0,17.0,17.0,76.0,163.0,31.6,40.0,8.0,84,28.0,136.0,,,,,,,,,,,,,,,,,,,
49ers,511.0,299.0,58.5,7.0,3566.0,25.0,15.0,84.0,172.0,33.7,46.0,7.0,75,28.0,158.0,,,,,,,,,,,,,,,,,,,
Cowboys,510.0,294.0,57.6,6.6,3347.0,17.0,21.0,71.4,149.0,29.2,49.0,7.0,64,37.0,185.0,,,,,,,,,,,,,,,,,,,
Browns,509.0,313.0,61.5,6.1,3116.0,17.0,18.0,75.2,153.0,30.1,25.0,6.0,71,40.0,282.0,,,,,,,,,,,,,,,,,,,
Bills,502.0,293.0,58.4,6.1,3069.0,11.0,17.0,69.4,150.0,29.9,31.0,2.0,54,51.0,385.0,,,,,,,,,,,,,,,,,,,
Titans,502.0,315.0,62.8,8.0,4031.0,30.0,9.0,100.3,211.0,42.0,55.0,12.0,73,25.0,153.0,,,,,,,,,,,,,,,,,,,
Jets,496.0,312.0,62.9,7.1,3524.0,20.0,14.0,85.8,181.0,36.5,44.0,8.0,65T,31.0,208.0,,,,,,,,,,,,,,,,,,,
Eagles,484.0,279.0,57.6,6.8,3273.0,17.0,11.0,80.5,156.0,32.2,45.0,9.0,59T,43.0,253.0,,,,,,,,,,,,,,,,,,,
Broncos,479.0,280.0,58.5,6.5,3126.0,19.0,18.0,75.6,162.0,33.8,35.0,6.0,72,25.0,157.0,,,,,,,,,,,,,,,,,,,
Packers,473.0,310.0,65.5,7.1,3377.0,32.0,21.0,90.5,166.0,35.1,42.0,7.0,66T,19.0,137.0,,,,,,,,,,,,,,,,,,,
Falcons,460.0,230.0,50.0,5.7,2631.0,14.0,21.0,58.7,127.0,27.6,31.0,9.0,86,35.0,223.0,,,,,,,,,,,,,,,,,,,
Panthers,460.0,270.0,58.7,7.0,3238.0,19.0,16.0,79.6,146.0,31.7,46.0,9.0,67,26.0,188.0,,,,,,,,,,,,,,,,,,,
Dolphins,450.0,257.0,57.1,6.7,3001.0,17.0,19.0,72.5,145.0,32.2,43.0,5.0,80,31.0,209.0,,,,,,,,,,,,,,,,,,,
Texans,439.0,248.0,56.5,6.5,2841.0,14.0,18.0,69.7,127.0,28.9,32.0,7.0,78,36.0,186.0,,,,,,,,,,,,,,,,,,,
Ravens,415.0,217.0,52.3,6.1,2517.0,16.0,19.0,64.7,121.0,29.2,34.0,8.0,73T,42.0,262.0,,,,,,,,,,,,,,,,,,,
Ravens,552.0,,,,,18.0,,,,,19.0,6.0,82,,,2674.0,4.8,114.0,20.6,21.0,,,,,,,,,,,,,,
Broncos,543.0,,,,,20.0,,,,,22.0,8.0,65T,,,2629.0,4.8,133.0,24.5,10.0,,,,,,,,,,,,,,
Panthers,522.0,,,,,9.0,,,,,12.0,1.0,40,,,2091.0,4.0,114.0,21.8,11.0,,,,,,,,,,,,,,
Cowboys,515.0,,,,,11.0,,,,,6.0,3.0,63T,,,1999.0,3.9,115.0,22.3,8.0,,,,,,,,,,,,,,
Packers,507.0,,,,,18.0,,,,,20.0,7.0,98,,,2558.0,5.0,127.0,25.0,12.0,,,,,,,,,,,,,,
49ers,499.0,,,,,16.0,,,,,13.0,2.0,78,,,2279.0,4.6,117.0,23.4,12.0,,,,,,,,,,,,,,
Vikings,493.0,,,,,15.0,,,,,10.0,3.0,61T,,,2343.0,4.8,124.0,25.2,15.0,,,,,,,,,,,,,,
Dolphins,487.0,,,,,14.0,,,,,9.0,2.0,68T,,,1817.0,3.7,99.0,20.3,6.0,,,,,,,,,,,,,,
Titans,486.0,,,,,11.0,,,,,6.0,0.0,28,,,1623.0,3.3,83.0,17.1,8.0,,,,,,,,,,,,,,
Bengals,481.0,,,,,12.0,,,,,10.0,4.0,54,,,1987.0,4.1,101.0,21.0,2.0,,,,,,,,,,,,,,
Jaguars,481.0,,,,,13.0,,,,,11.0,2.0,62,,,2073.0,4.3,118.0,24.5,8.0,,,,,,,,,,,,,,
Patriots,473.0,,,,,9.0,,,,,5.0,1.0,42,,,1607.0,3.4,91.0,19.2,7.0,,,,,,,,,,,,,,
Colts,453.0,,,,,16.0,,,,,5.0,1.0,43T,,,1695.0,3.7,104.0,23.0,11.0,,,,,,,,,,,,,,
Seahawks,453.0,,,,,17.0,,,,,12.0,3.0,55T,,,2009.0,4.4,121.0,26.7,9.0,,,,,,,,,,,,,,
Saints,448.0,,,,,11.0,,,,,17.0,3.0,76T,,,2000.0,4.5,100.0,22.3,12.0,,,,,,,,,,,,,,
Chiefs,446.0,,,,,32.0,,,,,11.0,0.0,39,,,1929.0,4.3,120.0,26.9,2.0,,,,,,,,,,,,,,
Steelers,446.0,,,,,10.0,,,,,5.0,0.0,32,,,1488.0,3.3,77.0,17.3,8.0,,,,,,,,,,,,,,
Bears,443.0,,,,,13.0,,,,,8.0,1.0,67,,,1763.0,4.0,103.0,23.2,10.0,,,,,,,,,,,,,,
Falcons,435.0,,,,,17.0,,,,,14.0,7.0,69T,,,1949.0,4.5,99.0,22.8,5.0,,,,,,,,,,,,,,
Bills,427.0,,,,,13.0,,,,,6.0,1.0,64,,,1664.0,3.9,96.0,22.5,14.0,,,,,,,,,,,,,,
Raiders,423.0,,,,,15.0,,,,,11.0,3.0,53,,,1822.0,4.3,98.0,23.2,8.0,,,,,,,,,,,,,,
Texans,421.0,,,,,14.0,,,,,6.0,1.0,51,,,1651.0,3.9,86.0,20.4,8.0,,,,,,,,,,,,,,
Buccaneers,421.0,,,,,5.0,,,,,3.0,2.0,61,,,1648.0,3.9,86.0,20.4,6.0,,,,,,,,,,,,,,
Redskins,421.0,,,,,8.0,,,,,9.0,0.0,38T,,,1653.0,3.9,95.0,22.6,7.0,,,,,,,,,,,,,,
Eagles,417.0,,,,,23.0,,,,,15.0,3.0,64,,,2015.0,4.8,105.0,25.2,8.0,,,,,,,,,,,,,,
Chargers,417.0,,,,,16.0,,,,,13.0,5.0,73T,,,2146.0,5.2,117.0,28.1,9.0,,,,,,,,,,,,,,
Browns,412.0,,,,,8.0,,,,,7.0,1.0,78,,,1670.0,4.0,91.0,22.1,13.0,,,,,,,,,,,,,,
Rams,411.0,,,,,19.0,,,,,7.0,1.0,52T,,,1496.0,3.6,97.0,23.6,5.0,,,,,,,,,,,,,,
Jets,409.0,,,,,8.0,,,,,8.0,1.0,56T,,,1635.0,4.0,78.0,19.1,6.0,,,,,,,,,,,,,,
Cardinals,403.0,,,,,5.0,,,,,5.0,0.0,36,,,1531.0,3.8,80.0,19.8,12.0,,,,,,,,,,,,,,
Giants,387.0,,,,,6.0,,,,,6.0,0.0,27,,,1559.0,4.0,89.0,23.0,9.0,,,,,,,,,,,,,,
Lions,376.0,,,,,5.0,,,,,8.0,0.0,39,,,1338.0,3.6,69.0,18.4,7.0,,,,,,,,,,,,,,
Colts,,,,,,29.0,,,,,45.0,9.0,79,,,,,,,,381.0,4289.0,11.3,212.0,55.6,5.0,,,,,,,,
Rams,,,,,,23.0,,,,,64.0,6.0,48,,,,,,,,377.0,4287.0,11.4,211.0,56.0,4.0,,,,,,,,
Buccaneers,,,,,,27.0,,,,,38.0,9.0,76,,,,,,,,369.0,3941.0,10.7,190.0,51.5,7.0,,,,,,,,
Giants,,,,,,16.0,,,,,35.0,8.0,77T,,,,,,,,344.0,3642.0,10.6,184.0,53.5,6.0,,,,,,,,
Chiefs,,,,,,24.0,,,,,55.0,8.0,67,,,,,,,,339.0,4113.0,12.1,201.0,59.3,2.0,,,,,,,,
Vikings,,,,,,32.0,,,,,51.0,15.0,72T,,,,,,,,333.0,4169.0,12.5,194.0,58.3,3.0,,,,,,,,
Bengals,,,,,,26.0,,,,,37.0,11.0,82,,,,,,,,324.0,3591.0,11.1,181.0,55.9,2.0,,,,,,,,
Patriots,,,,,,23.0,,,,,44.0,8.0,82,,,,,,,,320.0,3651.0,11.4,177.0,55.3,3.0,,,,,,,,
Lions,,,,,,17.0,,,,,26.0,3.0,72,,,,,,,,319.0,2988.0,9.4,152.0,47.6,2.0,,,,,,,,
Seahawks,,,,,,27.0,,,,,54.0,5.0,80,,,,,,,,317.0,3872.0,12.2,190.0,59.9,3.0,,,,,,,,
Titans,,,,,,30.0,,,,,55.0,12.0,73,,,,,,,,315.0,4031.0,12.8,210.0,66.7,3.0,,,,,,,,
Saints,,,,,,25.0,,,,,37.0,7.0,76,,,,,,,,314.0,3641.0,11.6,177.0,56.4,5.0,,,,,,,,
