Team,FGM,Att,FG,1-19 >,20-29 >,30-39 >,40-49 >,50-59 >,60+ >,Lng,FGPct,XPM,XP,KRet,PRet,KO,Yds,TB,TBPct,Ret,RetPct,OSK,OSKPct,OOB,TD,Cmp,CmpPct,Yds/Att,Pass,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Avg,FC,FUM
Bengals,,,,,,,,,,40,,,,,0.0,,409.0,,,47.0,,,,,,,,,,,,,,6.0,1.0,,,8.7,19.0,6.0
Broncos,,,,,,,,,,44,,,,,0.0,,351.0,,,41.0,,,,,,,,,,,,,,5.0,1.0,,,8.6,22.0,8.0
Titans,,,,,,,,,,46,,,,,0.0,,305.0,,,36.0,,,,,,,,,,,,,,3.0,1.0,,,8.5,9.0,1.0
Texans,,,,,,,,,,49,,,,,0.0,,296.0,,,35.0,,,,,,,,,,,,,,4.0,1.0,,,8.5,20.0,3.0
Patriots,,,,,,,,,,40T,,,,,0.0,,263.0,,,32.0,,,,,,,,,,,,,,3.0,1.0,,,8.2,21.0,1.0
Panthers,,,,,,,,,,60T,,,,,1.0,,318.0,,,40.0,,,,,,,,,,,,,,2.0,1.0,,,8.0,17.0,3.0
Falcons,,,,,,,,,,27,,,,,0.0,,201.0,,,27.0,,,,,,,,,,,,,,1.0,0.0,,,7.4,21.0,2.0
Dolphins,,,,,,,,,,27,,,,,0.0,,271.0,,,37.0,,,,,,,,,,,,,,2.0,0.0,,,7.3,14.0,1.0
Cardinals,,,,,,,,,,20,,,,,0.0,,288.0,,,41.0,,,,,,,,,,,,,,1.0,0.0,,,7.0,30.0,0.0
Steelers,,,,,,,,,,27,,,,,0.0,,207.0,,,30.0,,,,,,,,,,,,,,2.0,0.0,,,6.9,20.0,2.0
Seahawks,,,,,,,,,,27,,,,,0.0,,237.0,,,36.0,,,,,,,,,,,,,,2.0,0.0,,,6.6,21.0,0.0
Saints,,,,,,,,,,24T,,,,,0.0,,218.0,,,34.0,,,,,,,,,,,,,,1.0,0.0,,,6.4,23.0,4.0
Chiefs,,,,,,,,,,82,,,,,1.0,,220.0,,,35.0,,,,,,,,,,,,,,3.0,1.0,,,6.3,10.0,4.0
Redskins,,,,,,,,,,29T,,,,,0.0,,178.0,,,29.0,,,,,,,,,,,,,,1.0,0.0,,,6.1,22.0,5.0
Colts,,,,,,,,,,30,,,,,0.0,,162.0,,,27.0,,,,,,,,,,,,,,2.0,0.0,,,6.0,13.0,1.0
Browns,,,,,,,,,,25,,,,,0.0,,221.0,,,38.0,,,,,,,,,,,,,,1.0,0.0,,,5.8,19.0,7.0
Raiders,,,,,,,,,,19,,,,,0.0,,155.0,,,27.0,,,,,,,,,,,,,,0.0,0.0,,,5.7,21.0,7.0
Giants,,,,,,,,,,20,,,,,0.0,,148.0,,,27.0,,,,,,,,,,,,,,1.0,0.0,,,5.5,23.0,2.0
Jets,,,,,,,,,,25,,,,,0.0,,171.0,,,38.0,,,,,,,,,,,,,,1.0,0.0,,,4.5,22.0,6.0
Texans,37.0,42.0,88.1,1_1,9_9,11_11,15_12,6_4,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,35.0,39.0,89.7,0_0,12_12,9_9,11_9,6_5,1_0,56,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,34.0,41.0,82.9,1_1,13_12,13_13,8_4,6_4,0_0,56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,33.0,36.0,91.7,0_0,4_4,14_13,11_10,7_6,0_0,56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,33.0,34.0,97.1,0_0,9_9,13_13,10_9,2_2,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,32.0,33.0,97.0,0_0,9_9,13_13,6_6,5_4,0_0,57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,30.0,37.0,81.1,0_0,4_4,11_10,15_11,7_5,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,29.0,36.0,80.6,0_0,10_10,8_6,11_7,6_5,1_1,62,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,28.0,32.0,87.5,0_0,8_8,12_12,7_5,5_3,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,28.0,30.0,93.3,1_1,5_5,9_9,12_11,3_2,0_0,54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,27.0,32.0,84.4,0_0,8_8,3_3,15_12,6_4,0_0,52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,27.0,32.0,84.4,0_0,11_11,10_10,6_4,5_2,0_0,52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,26.0,30.0,86.7,0_0,6_5,13_13,7_5,4_3,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,26.0,31.0,83.9,0_0,7_7,11_10,8_7,5_2,0_0,56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,26.0,29.0,89.7,0_0,5_5,7_7,12_10,4_4,1_0,56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,25.0,26.0,96.2,0_0,5_5,5_5,9_9,7_6,0_0,57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,24.0,27.0,88.9,0_0,9_9,7_7,7_6,4_2,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,24.0,29.0,82.8,0_0,8_8,7_7,11_8,3_1,0_0,59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,23.0,30.0,76.7,0_0,6_6,10_7,12_9,2_1,0_0,50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,23.0,27.0,85.2,0_0,8_8,7_6,6_5,6_4,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,23.0,26.0,88.5,0_0,6_6,9_9,5_4,6_4,0_0,57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,22.0,28.0,78.6,0_0,3_3,8_8,10_7,7_4,0_0,54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,22.0,32.0,68.8,0_0,6_5,12_11,12_5,2_1,0_0,52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,22.0,27.0,81.5,0_0,2_2,11_9,9_8,5_3,0_0,56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,20.0,25.0,80.0,0_0,5_5,6_6,7_7,6_2,1_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,20.0,27.0,74.1,0_0,5_5,12_11,8_3,2_1,0_0,59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,19.0,21.0,90.5,0_0,4_4,7_6,4_4,5_4,1_1,63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,19.0,23.0,82.6,0_0,4_4,8_7,6_6,5_2,0_0,51,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,19.0,25.0,76.0,0_0,4_4,9_9,9_5,3_1,0_0,51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,18.0,20.0,90.0,0_0,7_7,3_3,9_7,1_1,0_0,50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,16.0,23.0,69.6,0_0,3_3,8_6,11_6,1_1,0_0,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,12.0,17.0,70.6,0_0,3_3,4_4,5_3,5_2,0_0,55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,37.0,,88.1,,,,,,,,,39.0,95.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,35.0,,89.7,,,,,,,,,36.0,97.3,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,34.0,,82.9,,,,,,,,,51.0,96.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,33.0,,91.7,,,,,,,,,30.0,90.9,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,33.0,,97.1,,,,,,,,,27.0,93.1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,32.0,,97.0,,,,,,,,,31.0,96.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,30.0,,81.1,,,,,,,,,34.0,94.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,29.0,,80.6,,,,,,,,,32.0,97.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,28.0,,87.5,,,,,,,,,30.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,28.0,,93.3,,,,,,,,,52.0,98.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,27.0,,84.4,,,,,,,,,27.0,96.4,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,27.0,,84.4,,,,,,,,,49.0,98.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,26.0,,86.7,,,,,,,,,28.0,90.3,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,26.0,,83.9,,,,,,,,,33.0,94.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,26.0,,89.7,,,,,,,,,25.0,96.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,25.0,,96.2,,,,,,,,,41.0,95.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,24.0,,88.9,,,,,,,,,65.0,94.2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,24.0,,82.8,,,,,,,,,36.0,83.7,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,23.0,,76.7,,,,,,,,,42.0,93.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,23.0,,85.2,,,,,,,,,44.0,93.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,23.0,,88.5,,,,,,,,,22.0,95.6,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,22.0,,78.6,,,,,,,,,25.0,96.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,22.0,,68.8,,,,,,,,,36.0,97.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,22.0,,81.5,,,,,,,,,48.0,94.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,20.0,,80.0,,,,,,,,,35.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,20.0,,74.1,,,,,,,,,40.0,90.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,19.0,,90.5,,,,,,,,,37.0,90.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,19.0,,82.6,,,,,,,,,39.0,95.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,19.0,,76.0,,,,,,,,,28.0,82.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,18.0,,90.0,,,,,,,,,35.0,97.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,16.0,,69.6,,,,,,,,,44.0,89.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,12.0,,70.6,,,,,,,,,23.0,95.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,,,,,,,,,,,,,,,,111.0,7130.0,72.0,64.9,36.0,22.5,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
Rams,,,,,,,,,,,,,,,,107.0,6849.0,77.0,72.0,29.0,22.5,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Saints,,,,,,,,,,,,,,,,103.0,6598.0,64.0,62.1,39.0,22.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Patriots,,,,,,,,,,,,,,,,93.0,5783.0,50.0,53.8,42.0,24.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Ravens,,,,,,,,,,,,,,,,92.0,5799.0,58.0,63.0,32.0,23.3,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Texans,,,,,,,,,,,,,,,,92.0,5885.0,58.0,63.0,33.0,20.7,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Falcons,,,,,,,,,,,,,,,,89.0,5578.0,51.0,57.3,36.0,22.7,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bears,,,,,,,,,,,,,,,,89.0,5664.0,65.0,73.0,22.0,24.9,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
Colts,,,,,,,,,,,,,,,,88.0,5435.0,59.0,67.0,27.0,22.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Chargers,,,,,,,,,,,,,,,,88.0,5526.0,27.0,30.7,61.0,21.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Buccaneers,,,,,,,,,,,,,,,,86.0,5349.0,51.0,59.3,34.0,21.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Giants,,,,,,,,,,,,,,,,85.0,5254.0,51.0,60.0,28.0,20.4,4.0,1.0,3.0,0.0,,,,,,,,,,,,,,,
Steelers,,,,,,,,,,,,,,,,85.0,5328.0,50.0,58.8,35.0,20.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Packers,,,,,,,,,,,,,,,,84.0,5229.0,41.0,48.8,40.0,25.6,3.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Jets,,,,,,,,,,,,,,,,83.0,5311.0,60.0,72.3,23.0,23.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Seahawks,,,,,,,,,,,,,,,,83.0,5082.0,42.0,50.6,37.0,24.8,3.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Eagles,,,,,,,,,,,,,,,,82.0,5210.0,57.0,69.5,24.0,22.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
49ers,,,,,,,,,,,,,,,,81.0,5065.0,52.0,64.2,27.0,24.5,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bengals,,,,,,,,,,,,,,,,79.0,5003.0,45.0,57.0,31.0,22.7,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Browns,,,,,,,,,,,,,,,,79.0,5011.0,52.0,65.8,24.0,23.9,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Lions,,,,,,,,,,,,,,,,79.0,4797.0,37.0,46.8,37.0,22.6,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Vikings,,,,,,,,,,,,,,,,79.0,4791.0,44.0,55.7,31.0,23.3,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Panthers,,,,,,,,,,,,,,,,78.0,4938.0,60.0,76.9,17.0,23.9,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Cowboys,,,,,,,,,,,,,,,,77.0,4984.0,52.0,67.5,25.0,26.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Broncos,,,,,,,,,,,,,,,,73.0,4473.0,42.0,57.5,28.0,20.8,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Titans,,,,,,,,,,,,,,,,72.0,4536.0,45.0,62.5,25.0,27.8,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Raiders,,,,,,,,,,,,,,,,71.0,4350.0,29.0,40.8,39.0,23.6,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Dolphins,,,,,,,,,,,,,,,,70.0,4432.0,55.0,78.6,13.0,26.1,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Redskins,,,,,,,,,,,,,,,,70.0,4443.0,56.0,80.0,13.0,22.7,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bills,,,,,,,,,,,,,,,,66.0,3958.0,30.0,45.4,34.0,22.2,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jaguars,,,,,,,,,,,,,,,,64.0,3908.0,41.0,64.1,21.0,17.8,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Cardinals,,,,,,,,,,,,,,,,56.0,3534.0,28.0,50.0,27.0,21.6,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Steelers,,689.0,,,,,,,,97,,,,,,,,,,,,,,,35.0,459.0,66.6,7.5,5174.0,17.0,95.5,251.0,36.4,62.0,16.0,24.0,166.0,,,
Colts,,644.0,,,,,,,,68T,,,,,,,,,,,,,,,39.0,432.0,67.1,7.1,4595.0,15.0,98.2,237.0,36.8,53.0,7.0,18.0,134.0,,,
Packers,,640.0,,,,,,,,75T,,,,,,,,,,,,,,,25.0,392.0,61.2,7.2,4629.0,4.0,93.7,208.0,32.5,57.0,16.0,53.0,391.0,,,
Buccaneers,,625.0,,,,,,,,75T,,,,,,,,,,,,,,,36.0,408.0,65.3,8.6,5358.0,26.0,94.1,265.0,42.4,71.0,14.0,41.0,233.0,,,
Falcons,,617.0,,,,,,,,75,,,,,,,,,,,,,,,36.0,428.0,69.4,8.0,4949.0,7.0,108.0,238.0,38.6,56.0,9.0,42.0,296.0,,,
Vikings,,606.0,,,,,,,,75T,,,,,,,,,,,,,,,30.0,425.0,70.1,7.1,4298.0,10.0,99.7,218.0,36.0,47.0,7.0,40.0,262.0,,,
Eagles,,599.0,,,,,,,,83,,,,,,,,,,,,,,,29.0,422.0,70.4,7.6,4524.0,11.0,100.8,221.0,36.9,52.0,9.0,40.0,249.0,,,
Broncos,,588.0,,,,,,,,64,,,,,,,,,,,,,,,19.0,367.0,62.4,6.7,3930.0,15.0,82.1,181.0,30.8,53.0,11.0,34.0,235.0,,,
Chiefs,,583.0,,,,,,,,89T,,,,,,,,,,,,,,,50.0,385.0,66.0,8.8,5126.0,12.0,113.8,239.0,41.0,76.0,15.0,26.0,171.0,,,
Giants,,583.0,,,,,,,,58T,,,,,,,,,,,,,,,23.0,382.0,65.5,7.6,4405.0,12.0,92.7,208.0,35.7,59.0,12.0,47.0,358.0,,,
Browns,,574.0,,,,,,,,71T,,,,,,,,,,,,,,,29.0,353.0,61.5,7.4,4261.0,17.0,88.8,189.0,32.9,60.0,11.0,38.0,254.0,,,
Lions,,574.0,,,,,,,,67T,,,,,,,,,,,,,,,22.0,375.0,65.3,6.7,3844.0,12.0,88.5,201.0,35.0,44.0,6.0,41.0,268.0,,,
Patriots,,574.0,,,,,,,,63T,,,,,,,,,,,,,,,29.0,378.0,65.8,7.7,4405.0,11.0,97.8,206.0,35.9,54.0,8.0,21.0,147.0,,,
Rams,,568.0,,,,,,,,70T,,,,,,,,,,,,,,,32.0,368.0,64.8,8.3,4730.0,12.0,100.8,236.0,41.6,69.0,9.0,33.0,223.0,,,
Panthers,,563.0,,,,,,,,82,,,,,,,,,,,,,,,28.0,378.0,67.1,7.2,4071.0,16.0,92.9,212.0,37.7,52.0,5.0,32.0,235.0,,,
Ravens,,556.0,,,,,,,,74,,,,,,,,,,,,,,,18.0,334.0,60.1,6.7,3708.0,9.0,84.0,184.0,33.1,43.0,6.0,32.0,150.0,,,
Raiders,,556.0,,,,,,,,66,,,,,,,,,,,,,,,19.0,382.0,68.7,7.3,4057.0,10.0,93.6,197.0,35.4,52.0,7.0,52.0,306.0,,,
Bengals,,542.0,,,,,,,,49,,,,,,,,,,,,,,,27.0,331.0,61.1,6.6,3569.0,13.0,87.0,182.0,33.6,53.0,1.0,37.0,279.0,,,
Jaguars,,536.0,,,,,,,,80T,,,,,,,,,,,,,,,15.0,329.0,61.4,6.4,3431.0,13.0,79.1,164.0,30.6,41.0,3.0,53.0,322.0,,,
49ers,,532.0,,,,,,,,85,,,,,,,,,,,,,,,26.0,331.0,62.2,8.0,4247.0,20.0,87.8,201.0,37.8,61.0,12.0,48.0,380.0,,,
Cowboys,,527.0,,,,,,,,90T,,,,,,,,,,,,,,,22.0,356.0,67.6,7.4,3885.0,8.0,96.7,184.0,34.9,39.0,9.0,56.0,347.0,,,
Jets,,524.0,,,,,,,,76T,,,,,,,,,,,,,,,18.0,299.0,57.1,6.5,3404.0,19.0,73.0,157.0,30.0,44.0,5.0,37.0,239.0,,,
Saints,,519.0,,,,,,,,72T,,,,,,,,,,,,,,,33.0,381.0,73.4,8.0,4174.0,7.0,112.3,210.0,40.5,59.0,7.0,20.0,132.0,,,
Bears,,512.0,,,,,,,,70,,,,,,,,,,,,,,,28.0,344.0,67.2,7.3,3747.0,14.0,95.4,177.0,34.6,46.0,11.0,33.0,183.0,,,
Chargers,,512.0,,,,,,,,75T,,,,,,,,,,,,,,,32.0,348.0,68.0,8.4,4316.0,12.0,104.9,213.0,41.6,60.0,10.0,34.0,227.0,,,
Redskins,,509.0,,,,,,,,79,,,,,,,,,,,,,,,16.0,311.0,61.1,6.5,3287.0,15.0,78.1,156.0,30.6,40.0,6.0,44.0,266.0,,,
Texans,,506.0,,,,,,,,73T,,,,,,,,,,,,,,,26.0,345.0,68.2,8.2,4165.0,9.0,102.9,202.0,39.9,51.0,8.0,62.0,384.0,,,
Bills,,499.0,,,,,,,,75T,,,,,,,,,,,,,,,13.0,271.0,54.3,6.2,3082.0,23.0,62.6,137.0,27.4,43.0,8.0,41.0,288.0,,,
Cardinals,,495.0,,,,,,,,75,,,,,,,,,,,,,,,15.0,283.0,57.2,5.8,2884.0,18.0,69.0,137.0,27.7,31.0,4.0,52.0,361.0,,,
Dolphins,,455.0,,,,,,,,75,,,,,,,,,,,,,,,26.0,292.0,64.2,7.3,3309.0,13.0,93.0,153.0,33.6,34.0,9.0,52.0,409.0,,,
Titans,,437.0,,,,,,,,66,,,,,,,,,,,,,,,16.0,293.0,67.0,7.4,3255.0,12.0,89.8,156.0,35.7,37.0,6.0,47.0,280.0,,,
Seahawks,,427.0,,,,,,,,66,,,,,,,,,,,,,,,35.0,280.0,65.6,8.1,3448.0,7.0,110.9,156.0,36.5,47.0,13.0,51.0,355.0,,,
Jets,,,,,,,,,,78,,,,,1.0,,324.0,,,25.0,,,,,,,,,,,,,,3.0,3.0,,,13.0,28.0,3.0
Bears,,,,,,,,,,44T,,,,,0.0,,411.0,,,33.0,,,,,,,,,,,,,,7.0,2.0,,,12.4,21.0,4.0
Chiefs,,,,,,,,,,91,,,,,1.0,,261.0,,,22.0,,,,,,,,,,,,,,3.0,2.0,,,11.9,3.0,1.0
Raiders,,,,,,,,,,99,,,,,1.0,,291.0,,,25.0,,,,,,,,,,,,,,2.0,2.0,,,11.6,19.0,2.0
Ravens,,,,,,,,,,70,,,,,1.0,,404.0,,,35.0,,,,,,,,,,,,,,5.0,3.0,,,11.5,29.0,4.0
Vikings,,,,,,,,,,70,,,,,0.0,,315.0,,,29.0,,,,,,,,,,,,,,6.0,1.0,,,10.9,21.0,1.0
Bengals,,,,,,,,,,38T,,,,,0.0,,236.0,,,22.0,,,,,,,,,,,,,,3.0,0.0,,,10.7,21.0,2.0
Chargers,,,,,,,,,,73,,,,,1.0,,358.0,,,34.0,,,,,,,,,,,,,,6.0,2.0,,,10.5,15.0,4.0
Dolphins,,,,,,,,,,71,,,,,1.0,,293.0,,,28.0,,,,,,,,,,,,,,3.0,1.0,,,10.5,16.0,4.0
Rams,,,,,,,,,,60,,,,,0.0,,307.0,,,30.0,,,,,,,,,,,,,,4.0,1.0,,,10.2,15.0,2.0
Jaguars,,,,,,,,,,74,,,,,1.0,,334.0,,,34.0,,,,,,,,,,,,,,6.0,2.0,,,9.8,16.0,2.0
Browns,,,,,,,,,,37T,,,,,0.0,,290.0,,,32.0,,,,,,,,,,,,,,3.0,0.0,,,9.1,24.0,2.0
Colts,,,,,,,,,,51,,,,,0.0,,217.0,,,24.0,,,,,,,,,,,,,,3.0,1.0,,,9.0,28.0,1.0
Titans,,,,,,,,,,38T,,,,,0.0,,237.0,,,27.0,,,,,,,,,,,,,,2.0,0.0,,,8.8,11.0,4.0
Texans,,,,,,,,,,30T,,,,,0.0,,327.0,,,38.0,,,,,,,,,,,,,,3.0,0.0,,,8.6,16.0,3.0
Cardinals,,,,,,,,,,45T,,,,,0.0,,295.0,,,36.0,,,,,,,,,,,,,,3.0,2.0,,,8.2,21.0,1.0
Steelers,,,,,,,,,,23,,,,,0.0,,252.0,,,31.0,,,,,,,,,,,,,,3.0,0.0,,,8.1,26.0,3.0
Patriots,,,,,,,,,,25,,,,,0.0,,199.0,,,26.0,,,,,,,,,,,,,,3.0,0.0,,,7.6,15.0,2.0
Falcons,,,,,,,,,,18,,,,,0.0,,147.0,,,21.0,,,,,,,,,,,,,,0.0,0.0,,,7.0,24.0,1.0
Panthers,,,,,,,,,,30T,,,,,0.0,,165.0,,,24.0,,,,,,,,,,,,,,1.0,0.0,,,6.9,16.0,2.0
Bills,,,,,,,,,,31T,,,,,0.0,,207.0,,,31.0,,,,,,,,,,,,,,2.0,0.0,,,6.7,17.0,4.0
Packers,,,,,,,,,,24,,,,,0.0,,198.0,,,30.0,,,,,,,,,,,,,,2.0,0.0,,,6.6,19.0,8.0
Eagles,,,,,,,,,,42,,,,,0.0,,216.0,,,33.0,,,,,,,,,,,,,,2.0,1.0,,,6.6,11.0,5.0
Saints,,,,,,,,,,17,,,,,0.0,,157.0,,,24.0,,,,,,,,,,,,,,0.0,0.0,,,6.5,18.0,2.0
Redskins,,,,,,,,,,30T,,,,,0.0,,110.0,,,17.0,,,,,,,,,,,,,,1.0,0.0,,,6.5,23.0,2.0
Lions,,,,,,,,,,25,,,,,0.0,,171.0,,,27.0,,,,,,,,,,,,,,1.0,0.0,,,6.3,20.0,2.0
Buccaneers,,,,,,,,,,16T,,,,,0.0,,163.0,,,26.0,,,,,,,,,,,,,,0.0,0.0,,,6.3,15.0,2.0
Giants,,,,,,,,,,23T,,,,,0.0,,231.0,,,37.0,,,,,,,,,,,,,,2.0,0.0,,,6.2,13.0,4.0
49ers,,,,,,,,,,23T,,,,,0.0,,180.0,,,31.0,,,,,,,,,,,,,,1.0,0.0,,,5.8,18.0,5.0
Seahawks,,,,,,,,,,19T,,,,,0.0,,143.0,,,25.0,,,,,,,,,,,,,,0.0,0.0,,,5.7,20.0,1.0
Cowboys,,,,,,,,,,22T,,,,,0.0,,119.0,,,21.0,,,,,,,,,,,,,,1.0,0.0,,,5.7,25.0,0.0
Broncos,,,,,,,,,,20T,,,,,0.0,,132.0,,,30.0,,,,,,,,,,,,,,1.0,0.0,,,4.4,17.0,0.0
Chiefs,34.0,38.0,89.5,0_0,9_9,10_9,13_13,6_3,0_0,56,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,33.0,34.0,97.1,0_0,12_12,9_9,9_8,4_4,0_0,56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,32.0,40.0,80.0,0_0,7_7,14_12,12_10,7_3,0_0,52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,32.0,36.0,88.9,1_1,9_9,6_6,15_13,5_3,0_0,58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,31.0,35.0,88.6,0_0,12_12,13_12,8_5,2_2,0_0,54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,30.0,40.0,75.0,0_0,10_10,9_7,12_8,7_3,2_2,63,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
